,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
13658,35807,32.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.515940083857
13659,24862,38.0,,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515940083857
13660,3937,39.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.515940083857
13661,37154,34.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,25,20002.515940083857
13662,7477,32.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.515940083857
13663,28483,23.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.515940083857
13664,3165,37.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,19,20002.515940083857
13665,14996,21.0,4.6,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.515940078418
13666,30984,34.0,4.6,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,49,20002.515940078418
13667,42056,26.0,5.0,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,28,20002.515940078418
13668,12212,31.0,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.515940078418
13669,32120,29.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.515940078418
13670,22482,37.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515940078418
13671,4635,25.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,19,20002.515940078418
13672,15068,36.0,4.7,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.515940078418
13673,3760,25.0,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.515940078418
13674,39221,31.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.515940078418
13675,26829,26.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,20,20002.515940078418
13676,40813,27.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.515940078418
13677,13829,37.0,4.7,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.515940023983
13678,24705,38.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.515940023983
13679,39100,35.0,4.6,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.515940023983
13680,31569,36.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.515940023983
13681,32467,26.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,18,20002.515940023983
13682,2294,25.0,4.6,Stormy,Medium,1,Buffet,scooter,,No,Metropolitian,25,20002.515940023983
13683,39279,21.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.515940023983
13684,43607,39.0,4.3,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.515940023983
13685,37055,32.0,5.0,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.515940023983
13686,7441,36.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.515940023983
13687,12415,21.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.515940023983
13688,43237,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.515940023983
13689,6990,38.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,39,20002.515940023983
13690,45029,32.0,4.0,Sandstorms,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,32,20002.515940023983
13691,9819,31.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.515940023983
13692,43948,27.0,5.0,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,26,20002.515940023983
13693,22983,39.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,29,20002.515940005163
13694,9197,36.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.515940005163
13695,30614,32.0,4.3,Stormy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,34,20002.515940005163
13696,36589,37.0,4.6,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.515940005163
13697,9291,34.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,28,20002.515940005163
13698,4513,25.0,4.9,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,20002.515940005163
13699,5176,29.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.515940005163
13700,38602,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.515940005163
13701,33631,22.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.515940005163
13702,4695,24.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,23,20002.515940005163
13703,15267,30.0,4.5,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,22,20002.515940005163
13704,4323,37.0,4.9,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.515940005163
13705,41446,35.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.515939969097
13706,26498,24.0,4.7,Sandstorms,Jam,1,Buffet,scooter,0.0,,Metropolitian,10,20002.515939969097
13707,38745,38.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,20002.515939969097
13708,39311,26.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.515939969097
13709,39677,34.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.515939969097
13710,41378,34.0,4.5,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,20002.515939969097
13711,30496,35.0,4.4,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,32,20002.515939969097
13712,19275,24.0,4.7,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Urban,42,20002.515939969097
13713,17162,31.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.515939969097
13714,21861,25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.51593990929
13715,17282,32.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.51593990929
13716,39160,32.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.51593990929
13717,6794,30.0,4.7,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.51593990929
13718,34636,20.0,4.2,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51593990929
13719,19997,21.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51593990929
13720,35561,39.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.51593990929
13721,31407,37.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,35,20002.51593990929
13722,16098,33.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51593990929
13723,39654,29.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.515939833058
13724,10241,38.0,3.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,31,20002.515939833058
13725,18734,22.0,4.5,Windy,Low,1,Snack,scooter,1.0,No,Urban,11,20002.515939833058
13726,3750,37.0,5.0,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.515939833058
13727,30095,24.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,19,20002.515939833058
13728,31073,23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.515939833058
13729,15460,24.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,20002.515939833058
13730,18261,35.0,4.5,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.515939833058
13731,32103,34.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.515939833058
13732,19493,28.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.515939833058
13733,32127,35.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20002.515939833058
13734,31578,36.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.515939833058
13735,37945,39.0,5.0,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,27,20002.515939818353
13736,3215,34.0,4.1,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,48,20002.515939818353
13737,22395,31.0,5.0,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,42,20002.515939818353
13738,34031,33.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.515939818353
13739,35653,33.0,4.4,Stormy,Low,0,Snack,motorcycle,1.0,No,,28,20002.515939818353
13740,27512,29.0,4.4,Cloudy,Jam,2,Buffet,scooter,1.0,No,,36,20002.515939818353
13741,307,22.0,4.7,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,20002.515939818353
13742,17871,38.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,20002.515939818353
13743,12390,24.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.515939818353
13744,41607,35.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,29,20002.515939818353
13745,26936,37.0,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.515939818353
13746,26670,24.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.515939818353
13747,3136,31.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.515939818353
13748,45237,28.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.515939818353
13749,18348,28.0,4.8,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.515939818353
13750,44442,24.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.515939806242
13751,1485,21.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.515939806242
13752,23377,23.0,4.9,Fog,High,2,Snack,electric_scooter,0.0,No,Metropolitian,23,20002.515939806242
13753,44885,22.0,4.2,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.515939806242
13754,7839,37.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,26,20002.515939806242
13755,35378,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,30,20002.515939806242
13756,39848,,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.515939806242
13757,2544,28.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.515939806242
13758,42133,20.0,4.2,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.515939806242
13759,21414,25.0,4.7,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.515939806242
13760,3630,34.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.51593943114
13761,35826,36.0,5.0,Cloudy,Low,2,Drinks,scooter,,No,Metropolitian,30,20002.51593943114
13762,16519,21.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Urban,16,20002.51593943114
13763,25796,22.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.51593943114
13764,24236,34.0,4.7,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,20002.51593943114
13765,2226,34.0,4.1,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,38,20002.51593943114
13766,42994,23.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.51593943114
13767,12697,27.0,4.9,Sandstorms,High,1,Meal,scooter,0.0,No,Urban,20,20002.51593943114
13768,8570,23.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19,20002.51593943114
13769,36355,34.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51593943114
13770,42452,22.0,4.8,Windy,Low,2,Snack,motorcycle,0.0,No,Urban,12,20002.51593943114
13771,32819,27.0,4.7,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,21,20002.51593943114
13772,3151,31.0,3.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,33,20002.51593930853
13773,1972,35.0,4.3,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.51593930853
13774,17584,24.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,10,20002.51593930853
13775,31971,22.0,4.8,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.51593930853
13776,40544,36.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,34,20002.51593930853
13777,13445,32.0,3.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,32,20002.51593930853
13778,44054,35.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,20002.51593930853
13779,18646,36.0,4.2,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,39,20002.51593930853
13780,24124,37.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51593930853
13781,22618,34.0,4.4,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20002.51593930853
13782,42177,28.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.51593927406
13783,36005,37.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51593927406
13784,18864,33.0,5.0,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,20002.51593927406
13785,13718,28.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51593927406
13786,20745,35.0,4.3,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,40,20002.51593927406
13787,27337,32.0,5.0,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.51593927406
13788,4302,35.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51593927406
13789,26340,29.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.51593927406
13790,19742,21.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,20002.51593927406
13791,34184,28.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.51593927406
13792,16263,38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,,33,20002.51593927406
13793,21722,33.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,30,20002.51593927406
13794,6147,29.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.51593927406
13795,25993,27.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.515939238267
13796,12452,39.0,4.6,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35,20002.515939238267
13797,34917,39.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,26,20002.515939238267
13798,27734,25.0,4.4,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,35,20002.515939238267
13799,31661,28.0,3.5,Sunny,Jam,0,Meal,motorcycle,2.0,No,,40,20002.515939238267
13800,16624,31.0,5.0,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,32,20002.515939238267
13801,17391,39.0,4.8,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.515939238267
13802,24317,31.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.515939238267
13803,32217,39.0,5.0,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,30,20002.515939238267
13804,12378,38.0,4.1,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,42,20002.515939238267
13805,7163,39.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.515939238267
13806,16527,33.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,22,20002.51593923564
13807,44294,27.0,5.0,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Urban,24,20002.51593923564
13808,12593,35.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.51593923564
13809,855,20.0,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.51593923564
13810,17670,25.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.51593923564
13811,25823,34.0,4.4,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,20002.51593923564
13812,8767,34.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,,24,20002.51593923564
13813,27756,33.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51593923564
13814,7205,35.0,4.6,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,20002.51593923564
13815,17079,37.0,4.2,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,20002.51593923564
13816,33896,24.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.51593923564
13817,119,27.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.51593923564
13818,2592,25.0,4.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,15,20002.51593923564
13819,15850,28.0,4.6,Windy,Medium,2,Meal,motorcycle,1.0,No,Urban,28,20002.51593923564
13820,6224,29.0,4.6,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,28,20002.515939141664
13821,44064,31.0,4.6,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Urban,17,20002.515939141664
13822,17106,20.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,30,20002.515939141664
13823,17290,24.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,20,20002.515939141664
13824,31284,31.0,4.8,Fog,High,0,Drinks,motorcycle,,No,Urban,32,20002.515939141664
13825,41016,37.0,4.7,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.515939141664
13826,42183,24.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515939141664
13827,18520,36.0,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,20,20002.515938314373
13828,15723,33.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.515938314373
13829,3451,36.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515938314373
13830,15114,36.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.515938314373
13831,25117,25.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.515938314373
13832,41252,33.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.515938314373
13833,1646,25.0,4.5,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,24,20002.515938314373
13834,33002,32.0,4.8,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,34,20002.515938314373
13835,30417,25.0,5.0,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,20002.515938314373
13836,29142,33.0,4.8,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.515938314373
13837,23252,28.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.515937008084
13838,2327,39.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.515937008084
13839,36062,38.0,4.0,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.515937008084
13840,29768,22.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,,15,20002.515937008084
13841,25363,20.0,4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.515937008084
13842,43265,32.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,10,20002.515937008084
13843,25568,24.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,20,20002.515937008084
13844,22708,36.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,20,20002.515937008084
13845,24560,27.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,20002.515937008084
13846,7891,36.0,4.1,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,36,20002.515937008084
13847,32336,28.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.515934782437
13848,24732,37.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,20002.515934782437
13849,33487,35.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.515934782437
13850,42494,20.0,4.9,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,35,20002.515934528627
13851,11486,23.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.515934528627
13852,10172,35.0,4.5,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,34,20002.515934528627
13853,1959,20.0,4.3,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,20002.515934528357
13854,3347,,,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.515934528357
13855,28135,31.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.515934044262
13856,16324,25.0,4.6,Stormy,Jam,2,Buffet,scooter,,No,Metropolitian,13,20002.515934037332
13857,9220,30.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.515934037332
13858,34101,20.0,4.7,Stormy,Low,1,Meal,scooter,1.0,,Metropolitian,13,20002.51593402761
13859,29529,33.0,4.7,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51593402761
13860,27868,20.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,14,20002.515933979972
13861,31621,34.0,4.0,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,20002.515933979972
13862,10284,36.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.515933960003
13863,28908,21.0,4.5,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.515933960003
13864,6168,26.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.515933960003
13865,41829,26.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.515933920455
13866,37653,34.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515933621406
13867,32269,31.0,4.6,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.515933621406
13868,27930,23.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.515933621406
13869,45396,,,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.515933617506
13870,15651,38.0,4.9,Windy,Medium,2,Meal,motorcycle,1.0,No,Urban,28,20002.515933617506
13871,5491,31.0,4.2,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,43,20002.51593360947
13872,1104,23.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,35,20002.51593360947
13873,2210,31.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.51593360947
13874,42146,36.0,4.7,Cloudy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,40,20002.51593358635
13875,43423,39.0,4.7,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,20,20002.51593358635
13876,21805,23.0,5.0,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,13,20002.51593358635
13877,33674,33.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.51593345748
13878,14803,21.0,4.7,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,21,20002.51593345748
13879,37786,31.0,4.8,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.515933284536
13880,29324,33.0,4.6,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.515933284536
13881,11529,22.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,20002.515933284536
13882,38186,22.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51593324161
13883,14186,36.0,5.0,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51593324161
13884,18743,33.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,37,20002.51593290061
13885,5166,26.0,4.6,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.51593290061
13886,23270,36.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,20002.515932888804
13887,4961,21.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515932888804
13888,43848,37.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.515932888804
13889,36240,22.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.51593288572
13890,9505,25.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,14,20002.51593288572
13891,33410,34.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,29,20002.515932871756
13892,39147,34.0,4.9,Windy,Medium,2,Snack,scooter,0.0,No,Urban,23,20002.515932871756
13893,16750,21.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.51592707548
13894,3700,27.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,21,20002.51592707548
13895,28336,27.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.51592707548
13896,17675,36.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,20,20002.51592707548
13897,4841,39.0,4.2,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,35,20002.51592707548
13898,17220,30.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,38,20002.51592707548
13899,36506,26.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,20,20002.51592707548
13900,34302,20.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.51592707548
13901,9660,24.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,20002.51592707548
13902,35434,39.0,4.5,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,20002.51592707548
13903,31309,26.0,4.8,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,20002.51592707548
